# paper_id_1;paper_id_2;pairwise abstract similarity;pairwise body similarity
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;35328b1fe8aa727f8cf751bd17a9ff01918bb71e;0.5775532180853388;0.900439496869324
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;88c1931de9f586dcd9fbe6f34feb39047ead67fc;0.7018939754163027;0.8858991503239143
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;b43a98661c649a9284ce10f1d395ff09967e91a4;0.7688952525004011;0.8363927152356421
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;27fbd5dfa1e12e053571809eac75c63667c20d60;0.7894649591227546;0.8666532784010098
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;0b70c1fd82bd1962ab7eec83bdc61fcdb9a2db56;0.511315057712729;0.9171203208984475
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;2c3a21d606c4168de8ad7dd5e5e89ef09a9cc214;0.7522195443006464;0.9022208319291919
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;0deef7e050171f0fb38e0d0733c9de67298891f7;0.4597147951818703;0.8883102051905915
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;af967c8c92d92d507fd49f8c2a8ae10f086b3df4;0.6824805680625257;0.9308910134753289
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;5d7dc504177db9326327e5cc7417bfa045e0f8ad;0.662167522963692;0.9184451767111298
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;952ddb2bb5d60646df131d789514edaffa1cfd8e;0.5471679956299208;0.8638370596716204
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;35180f822b0debe3a1bb120a1ab64c46b11f02c7;0.6715531605840768;0.9147882355688116
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;2bcf6e29fa69aa4a841667ab499c73c3700f9e22;0.7004021307170126;0.8390644248812785
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;2a065ae55861ccf695051ff72e3c0f45f6fbd350;0.667915957118141;0.9179771749237066
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;d06a03c615b653b1e088d30c20abc8246c34b97a;0.1721200414399978;0.8885251308126182
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;4fcab79d5b0cb66dcbb4c9a49b16a2a37da331fc;0.5695216914332919;0.8773236415796001
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;06cad91161f09a9f28a5f07ecbd84edf3e7a87df;0.49772716247107773;0.9585282588620399
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;4df7ec80a84385b30b85a0432b1a770fd4671d92;0.5425048747707721;0.9333174404410877
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;d1348acbc5966975c15c13e0857c4e9285c06b76;0.5473426200311391;0.9195464573073839
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;6812e6b110ef0b50ed0c87f407cc327d78a32be4;0.5348534392030211;0.8396112613206306
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;46e427f7a44ad943d76fb4e922bab5f0475e8268;0.7266238609063757;0.8992871937665384
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;128ebd160f9a5e799632a35440ce72534ede646b;0.7049371485908148;0.9048039245160675
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;b60c1c89edc91d6d585b9e3e9035369ffd8fddb1;0.6752485163556061;0.8679278676506038
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;43d3142577238110b20d1c498294b3c3ef76fd89;0.5940456397879916;0.9481296576125691
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;e171aa9d88b11c4dca62ea02fa128b95c512bb06;0.6052077775540367;0.9539268838031576
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;3a3d265f5122d6403f91154064fff55f8e220c32;0.6279450989138915;0.8994260881324032
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;718f82baec8ce7d1a7c70cbece33f26ef35021ce;0.581861042606109;0.8635840422626043
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;5d170ffb75a39c91e1055c895d8e2d2df6864d4f;0.38441758356041245;0.885837746730268
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;e7bbb9a6504f9b72c52bc62ae849ba4e95b58a8b;0.6684365084059494;0.8765212369580291
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;9e3a9bddd773cd34b186cbd3489a112598583294;0.7163459253672569;0.9149879929015574
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;fc4500eb2ddf0cecf9c06b681fa20d7bede495a0;0.6632978859114302;0.933240318802239
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;38034f920d90f4801de338c20b1f8b784e299f4a;0.4698376641716002;0.8962502182292116
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;58b50225971b9e2a91e4c94d6f478978b904a3c3;0.6318094912557054;0.9425043291701087
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;801f402c28aac0115c5ab58243e4dc74ec0e20c9;0.40562159557769745;0.927735873301366
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;4c156ac987693e4312f83947086c96fcaba34f0f;0.5201894005291058;0.9207434445681283
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;e1c358df289df682026f25cc89bcb8a27e122533;0.7212624935299193;0.8680334686180629
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;7ba9ff6c9285cb6104d73794ec406424fc373d17;0.7183189555006262;0.9046741978462151
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;8b78ac54c4653dc82fd39bdaf19d226f993961aa;0.7308667651791515;0.9169989291436539
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;90e19af91c1ac3e1fc7b70ebafa58fa080beddc1;0.5933688832412182;0.9143269279764247
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;6f5e39f83b716721c40e1887d3a87283df84eaa9;0.7880689611136438;0.9235780274045656
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;dce4aec3e326de362e6505ad430738984835c31e;0.5476358947430572;0.9263219983191926
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;b9ddaa16d1b4c284743c183f28ebb09a98c7ee49;0.42256419019227637;0.9310595417605336
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;885bd9414fbb3b9893f8cad5cd8a9902446e87a6;0.6331839162531542;0.9215204247873697
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;66bdd867f53966bfda817b5cf1bbf6ac53b0752f;0.48810100510041277;0.9229699902485834
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;90839d82434a389bcb9d15e5bc18bab8ed7a8574;0.7046245911987175;0.8667381748957576
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;a940a016e305e91f767862576f73a795b8dc2e77;0.62161087568306;0.874697138112703
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;76571bd962b85fda8f5f4133fe90c2bc688d1809;0.6902519901343837;0.8441613217676134
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;6b3e69e6a80b291e4e2b6a9a38d1a9a9950a90dc;0.38828914347046095;0.8819956900856801
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;f53349af371754609cdc04da17f4a28358a39050;0.6286059549044775;0.8575234185520657
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;bc2b22d0d48cda407b4d238f2eea29fbada3a868;0.4842100764902216;0.8954412740921269
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;683c301b95298556ebc806a0cf998d53cb44f5b3;0.6793259235539839;0.8272558819918888
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;8c9278cab82a53f220533b8c1f320e1bfdcb39a6;0.5381465748109383;0.8924422592057205
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;c3f229e9c764dec96511bed6db5f9fda9b9824e1;0.6250752993760452;0.5156493337308493
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;24013cb9ca00107d170d03c4a9a20d9edc55cb47;0.6102031485003573;0.9313577418591844
ec6bafda5f55a297074c0a4b2fb497d33dd2353d;30bf8179a7859d1b72b82985e1f44b54f92d1f3d;0.44383819708448446;0.899586199988663
